INCIDENT_KEY,OCCUR_DATE,OCCUR_TIME,STATISTICAL_MURDER_FLAG
10804584,3/24/06,20:42:00,FALSE
63736737,7/14/09,22:30:00,TRUE
34319322,9/10/07,22:00:00,FALSE
156822747,9/18/16,17:28:00,FALSE
157055738,9/26/16,15:30:00,FALSE
33161115,7/18/07,20:55:00,FALSE
84760414,5/16/12,2:50:00,TRUE
76035703,12/16/10,19:30:00,FALSE
84562905,5/5/12,4:31:00,TRUE
56373203,2/5/09,23:46:00,FALSE
54301671,11/20/08,23:57:00,FALSE
48006260,7/5/08,0:53:00,FALSE
199467225,7/8/19,17:40:00,FALSE
47851712,6/28/08,2:07:00,FALSE
157311946,10/5/16,0:07:00,TRUE
77634190,3/8/11,22:45:00,FALSE
215034244,7/7/20,21:28:00,FALSE
25865881,12/20/06,18:25:00,FALSE
12835948,5/7/06,22:30:00,TRUE
23421788,7/16/06,4:30:00,FALSE
41559424,3/4/08,13:22:00,FALSE
61351687,5/2/09,15:45:00,FALSE
67847583,11/14/09,21:25:00,FALSE
188862634,10/16/18,19:50:00,FALSE
23974389,8/21/06,21:08:00,FALSE
213283576,5/19/20,14:40:00,TRUE
28883130,5/6/07,3:15:00,TRUE
147216811,10/23/15,15:51:00,FALSE
79823176,7/15/11,15:55:00,FALSE
10953940,4/10/06,18:57:00,TRUE
86267582,8/15/12,19:49:00,FALSE
64529968,8/8/09,23:56:00,FALSE
84371227,4/24/12,3:27:00,FALSE
216928801,8/22/20,22:30:00,FALSE
90929004,6/2/13,0:10:00,FALSE
56199908,1/31/09,20:10:00,FALSE
71608993,3/4/10,18:27:00,TRUE
