BORO,LOCATION_DESC,PRECINCT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lon_Lat
BRONX,GAS STATION,47,1030224.625,255601.3906,40.86812985,-73.83377684,POINT (-73.83377683699996 40.86812984900007)
QUEENS,LIQUOR STORE,102,1031815.875,192529.75,40.69500685,-73.8284701,POINT (-73.82847010399996 40.69500685400004)
STATEN ISLAND,HOTEL/MOTEL,122,960618.1875,156843.7969,40.59715292,-74.08509719,POINT (-74.08509719299997 40.59715292300007)
MANHATTAN,MULTI DWELL - PUBLIC HOUS,25,1001768.688,234797.4063,40.81113131,-73.93671563,POINT (-73.93671563499998 40.811131309000075)
BROOKLYN,MULTI DWELL - APT BUILD,75,1016517.875,175234.6719,40.64760477,-73.88372023,POINT (-73.88372022999994 40.647604769000054)
BROOKLYN,GROCERY/BODEGA,81,1001241.938,189377.375,40.68646582,-73.93873326,POINT (-73.93873325899995 40.68646582200006)
BROOKLYN,GROCERY/BODEGA,68,978266.875,169580.2969,40.63214148,-74.02155736,POINT (-74.02155735799994 40.63214147600007)
BROOKLYN,MULTI DWELL - APT BUILD,83,1007028.813,194227.3438,40.69976486,-73.91785101,POINT (-73.91785101399995 40.69976486100006)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,84,988761.1875,194229.6406,40.69979933,-73.98373211,POINT (-73.98373210999995 40.699799330000076)
BROOKLYN,PVT HOUSE,75,1014056.125,183546.25,40.67042684,-73.8925547,POINT (-73.89255469799997 40.67042683800003)
MANHATTAN,MULTI DWELL - PUBLIC HOUS,5,984657.25,197498.7031,40.70877328,-73.99853252,POINT (-73.99853252499997 40.70877328000006)
BROOKLYN,DRUG STORE,71,1002068.125,181078.5938,40.66368591,-73.9357762,POINT (-73.93577619599995 40.66368591300005)
BROOKLYN,MULTI DWELL - APT BUILD,71,997563.25,179745.5781,40.660035,-73.9520166,POINT (-73.95201659999998 40.66003499900006)
QUEENS,MULTI DWELL - PUBLIC HOUS,101,1044388.875,157138.1563,40.59778836,-73.78344522,POINT (-73.78344521999998 40.59778835600008)
QUEENS,BAR/NIGHT CLUB,103,1041274.188,198082.0469,40.71019068,-73.79431478,POINT (-73.79431478099997 40.71019067700007)
MANHATTAN,BAR/NIGHT CLUB,13,987561.4375,207048.2656,40.73498392,-73.98805263,POINT (-73.98805263499997 40.73498391700008)
STATEN ISLAND,MULTI DWELL - PUBLIC HOUS,122,950638.375,160687,40.6076695,-74.12105257,POINT (-74.12105256799998 40.607669495000046)
QUEENS,PVT HOUSE,102,1021649.813,188056.2969,40.68277706,-73.86515557,POINT (-73.86515557099995 40.68277706400005)
STATEN ISLAND,MULTI DWELL - APT BUILD,120,961579.875,163524.2188,40.61549182,-74.08165668,POINT (-74.08165668099997 40.61549182300007)
BROOKLYN,MULTI DWELL - APT BUILD,73,1010753.563,179172.9219,40.65843353,-73.90447714,POINT (-73.90447713699996 40.658433529000035)
BRONX,MULTI DWELL - APT BUILD,48,1013475.25,248305.9063,40.84817729,-73.89436716,POINT (-73.89436715899996 40.848177286000066)
QUEENS,MULTI DWELL - PUBLIC HOUS,114,1001260.688,216777.8438,40.76167342,-73.9385964,POINT (-73.93859639899995 40.76167342200006)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,75,1012850.688,182781.5781,40.66833196,-73.89690337,POINT (-73.89690336599995 40.668331961000035)
BROOKLYN,MULTI DWELL - APT BUILD,81,1004878.875,190338.5156,40.6890962,-73.92561654,POINT (-73.92561653999996 40.689096204000066)
QUEENS,MULTI DWELL - APT BUILD,115,1018550.813,214226.2188,40.7546197,-73.87619572,POINT (-73.87619571699997 40.754619698000056)
MANHATTAN,MULTI DWELL - PUBLIC HOUS,25,1001768.688,234797.4063,40.81113131,-73.93671563,POINT (-73.93671563499998 40.811131309000075)
MANHATTAN,MULTI DWELL - APT BUILD,25,1001939.625,231216.6875,40.80130288,-73.93610756,POINT (-73.93610756099997 40.80130288400005)
BROOKLYN,COMMERCIAL BLDG,90,1001633.5,196916.0625,40.70715701,-73.93730194,POINT (-73.93730193899995 40.707157005000056)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,73,1006025.563,185468.8906,40.67572745,-73.92149748,POINT (-73.92149747899998 40.67572744700004)
MANHATTAN,MULTI DWELL - APT BUILD,24,991934.3125,230082.4531,40.79820409,-73.97224746,POINT (-73.97224745899996 40.798204085000066)
BROOKLYN,PVT HOUSE,83,1009149.375,190104.7031,40.68844346,-73.91021857,POINT (-73.91021857399994 40.68844345900004)
BRONX,BAR/NIGHT CLUB,47,1032457.813,262404.9063,40.88679145,-73.82565365,POINT (-73.82565364699997 40.886791448000054)
BROOKLYN,PVT HOUSE,73,1007175.75,188366.1563,40.68367688,-73.91734104,POINT (-73.91734103799996 40.68367687800003)
QUEENS,MULTI DWELL - APT BUILD,115,1018790.125,215336.0625,40.757665,-73.87532624,POINT (-73.87532623899995 40.75766500200007)
STATEN ISLAND,MULTI DWELL - PUBLIC HOUS,120,951637.0625,171141.9063,40.63636974,-74.11750634,POINT (-74.11750634299995 40.636369742000056)
QUEENS,COMMERCIAL BLDG,115,1012877.938,213438.9063,40.75247891,-73.89667479,POINT (-73.89667478599995 40.75247891200007)
BROOKLYN,COMMERCIAL BLDG,88,994805.375,187990.5469,40.68266931,-73.96194388,POINT (-73.96194387599996 40.68266931100004)
BROOKLYN,MULTI DWELL - APT BUILD,83,1008411.313,191073.375,40.69110429,-73.91287642,POINT (-73.91287642499998 40.69110428500005)
BRONX,MULTI DWELL - APT BUILD,47,1023842,262943,40.88831121,-73.85681025,POINT (-73.85681025099996 40.888311205000036)
BROOKLYN,GAS STATION,67,1001992.063,171362.3281,40.63701703,-73.93607592,POINT (-73.93607591799997 40.63701703000004)
BROOKLYN,LIQUOR STORE,70,999059.875,167196.4063,40.62558784,-73.94664987,POINT (-73.94664987299996 40.62558784200008)
MANHATTAN,MULTI DWELL - PUBLIC HOUS,9,990807.8125,202417.7188,40.72227238,-73.9763431,POINT (-73.97634310199999 40.722272384000064)
BROOKLYN,BAR/NIGHT CLUB,62,985851.25,166754.7188,40.62438774,-73.99423315,POINT (-73.99423315099995 40.62438773500003)
STATEN ISLAND,PVT HOUSE,123,931358.3125,132099.3438,40.52910801,-74.19026525,POINT (-74.19026524999998 40.529108009000026)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,69,1016434.938,169703.7031,40.63242376,-73.88404549,POINT (-73.88404548799997 40.63242375600004)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,77,1004447.938,185438.0469,40.67564653,-73.92718513,POINT (-73.92718512799996 40.67564652800007)
QUEENS,MULTI DWELL - PUBLIC HOUS,101,1043919.688,156136.6719,40.59504266,-73.78514357,POINT (-73.78514357299997 40.59504266300007)
BRONX,MULTI DWELL - APT BUILD,43,1018790.75,240921.3281,40.82788959,-73.8751924,POINT (-73.87519240399996 40.827889586000026)
QUEENS,COMMERCIAL BLDG,115,1017532.125,217584.0313,40.76383992,-73.87985595,POINT (-73.87985595199996 40.76383991900008)
QUEENS,MULTI DWELL - PUBLIC HOUS,101,1043919.688,156136.6719,40.59504266,-73.78514357,POINT (-73.78514357299997 40.59504266300007)
MANHATTAN,SMALL MERCHANT,24,993543.375,230538.7031,40.79945482,-73.96643526,POINT (-73.96643525899998 40.79945482100004)
BRONX,MULTI DWELL - PUBLIC HOUS,50,1009417.625,258118.3438,40.87512196,-73.90899654,POINT (-73.90899653699995 40.875121956000044)
BROOKLYN,JEWELRY STORE,72,981791.1875,174816.6875,40.64651593,-74.00886192,POINT (-74.00886192499996 40.64651593200006)
BROOKLYN,MULTI DWELL - APT BUILD,81,1003655.688,187149.625,40.6803462,-73.93003637,POINT (-73.93003636799995 40.68034619500003)
BROOKLYN,COMMERCIAL BLDG,67,1009515.438,176995.4688,40.65246052,-73.90894775,POINT (-73.90894774899994 40.652460518000055)
BRONX,MULTI DWELL - APT BUILD,42,1013679,243642.9688,40.83537821,-73.89365117,POINT (-73.89365116999994 40.83537821400006)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,75,1016132.938,178622.9844,40.65690634,-73.88509138,POINT (-73.88509137999995 40.656906337000066)
BRONX,MULTI DWELL - PUBLIC HOUS,45,1032929.688,239206.9531,40.82311751,-73.82411553,POINT (-73.82411552699995 40.823117514000046)
QUEENS,MULTI DWELL - PUBLIC HOUS,114,999484,214809.625,40.75627441,-73.94501433,POINT (-73.94501432999994 40.756274405000056)
QUEENS,PVT HOUSE,102,1028770.188,189638.4063,40.68708664,-73.8394725,POINT (-73.83947249799996 40.68708663800004)
BRONX,MULTI DWELL - APT BUILD,46,1007937.813,250691.5781,40.85474184,-73.91437371,POINT (-73.91437371399996 40.85474183700006)
BROOKLYN,PVT HOUSE,63,1007643,171184,40.63651444,-73.91571594,POINT (-73.91571594199996 40.63651443600003)
MANHATTAN,MULTI DWELL - APT BUILD,33,1001387.938,245170.25,40.83960256,-73.93806459,POINT (-73.93806458999995 40.83960256100005)
MANHATTAN,GROCERY/BODEGA,32,999487.9375,235745.75,40.81373848,-73.94495263,POINT (-73.94495263199997 40.81373847700007)
MANHATTAN,MULTI DWELL - APT BUILD,28,997439.5,233857.2656,40.80855841,-73.95235656,POINT (-73.95235655899995 40.80855840800007)
MANHATTAN,MULTI DWELL - PUBLIC HOUS,32,999428.25,236544.3125,40.81593041,-73.94516645,POINT (-73.94516645299996 40.81593041000008)
BRONX,MULTI DWELL - APT BUILD,44,1008273.688,245225.8906,40.83973923,-73.91317916,POINT (-73.91317916099996 40.83973923100007)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,63,1000520.625,168264.3906,40.62851667,-73.94138505,POINT (-73.94138504799997 40.628516673000036)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,75,1022060.125,181953.75,40.66602522,-73.86371042,POINT (-73.86371041599995 40.66602522000005)
QUEENS,HOTEL/MOTEL,103,1035589.625,195582.7188,40.70336544,-73.81483803,POINT (-73.81483803099998 40.70336543600007)
MANHATTAN,COMMERCIAL BLDG,32,999900.1875,234626.5156,40.81066577,-73.94346594,POINT (-73.94346593999995 40.81066577000007)
MANHATTAN,MULTI DWELL - APT BUILD,33,1001387.938,245170.25,40.83960256,-73.93806459,POINT (-73.93806458999995 40.83960256100005)
BRONX,MULTI DWELL - APT BUILD,40,1010107.063,235101.8125,40.81194635,-73.90659231,POINT (-73.90659231099995 40.811946352000064)
QUEENS,MULTI DWELL - APT BUILD,110,1017694.5,210869.0313,40.74540835,-73.87930319,POINT (-73.87930319299994 40.74540835300007)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,73,1010474.938,182025.4688,40.66626397,-73.90547026,POINT (-73.90547026399997 40.66626396600003)
BROOKLYN,MULTI DWELL - APT BUILD,83,1007864.375,193604.6719,40.69805358,-73.91483979,POINT (-73.91483979199995 40.69805358200006)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,75,1020214.063,183053.2656,40.66905083,-73.87035889,POINT (-73.870358889 40.669050834000075)
QUEENS,COMMERCIAL BLDG,105,1051044.75,202175.3906,40.72135752,-73.75903184,POINT (-73.75903183899999 40.72135752200006)
STATEN ISLAND,MULTI DWELL - PUBLIC HOUS,120,962821.875,174282.0938,40.645023,-74.0772173,POINT (-74.07721729799994 40.64502300300006)
BROOKLYN,BAR/NIGHT CLUB,67,1003468.625,171346.7188,40.63697111,-73.93075584,POINT (-73.93075583799998 40.63697110500004)
BRONX,MULTI DWELL - APT BUILD,49,1022649.063,253078.0313,40.8612402,-73.86118124,POINT (-73.86118124399997 40.861240204000076)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,75,1016132.938,178622.9844,40.65690634,-73.88509138,POINT (-73.88509137999995 40.656906337000066)
BROOKLYN,GROCERY/BODEGA,77,1003437.438,184082.3438,40.67192768,-73.93083198,POINT (-73.93083197599998 40.67192767600005)
BROOKLYN,MULTI DWELL - APT BUILD,60,993420.125,153253.2031,40.58732423,-73.96698562,POINT (-73.96698561599999 40.58732422700007)
MANHATTAN,GROCERY/BODEGA,32,1001186.563,241442.3281,40.82937088,-73.93880177,POINT (-73.93880177499994 40.829370880000056)
QUEENS,MULTI DWELL - PUBLIC HOUS,103,1041197.563,192977.1094,40.69617935,-73.79463433,POINT (-73.79463433499996 40.69617935200006)
QUEENS,PVT HOUSE,109,1038777.75,216008.5469,40.75941012,-73.80317413,POINT (-73.80317413099993 40.759410124000055)
QUEENS,GROCERY/BODEGA,113,1043538.188,190614.5938,40.68967944,-73.78621428,POINT (-73.78621428299994 40.68967944000008)
MANHATTAN,MULTI DWELL - PUBLIC HOUS,24,992251.75,226873.8594,40.78939708,-73.97110477,POINT (-73.97110476899996 40.789397079000025)
BROOKLYN,GROCERY/BODEGA,73,1009904.75,180751.4688,40.66276879,-73.90753042,POINT (-73.90753042499995 40.66276879000003)
MANHATTAN,JEWELRY STORE,19,994281.6875,221286.5313,40.77405927,-73.96378241,POINT (-73.96378240699994 40.77405927300004)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,73,1009968.25,182502.4531,40.66757467,-73.90729486,POINT (-73.90729486299995 40.66757466800004)
BROOKLYN,MULTI DWELL - APT BUILD,77,997760.6875,186202.0313,40.67775622,-73.95129204,POINT (-73.95129203799996 40.67775622400006)
QUEENS,MULTI DWELL - APT BUILD,101,1049596.125,156577.8281,40.59621351,-73.76469975,POINT (-73.76469975499998 40.59621351000004)
MANHATTAN,MULTI DWELL - APT BUILD,24,993248,227219.0625,40.79034361,-73.96750655,POINT (-73.96750655399995 40.790343611000026)
QUEENS,HOTEL/MOTEL,103,1037796.313,193727.5938,40.69826049,-73.80689408,POINT (-73.80689408299997 40.69826048600004)
BRONX,MULTI DWELL - PUBLIC HOUS,48,1017483.438,245762.9219,40.84118337,-73.87989224,POINT (-73.87989223599999 40.84118336900008)
MANHATTAN,RESTAURANT/DINER,18,987093.5625,218898.3906,40.76750968,-73.98973588,POINT (-73.98973588099994 40.76750968300007)
BRONX,MULTI DWELL - APT BUILD,45,1032707.438,253408.4844,40.86209772,-73.82481593,POINT (-73.82481592599999 40.86209771700004)
BRONX,MULTI DWELL - APT BUILD,41,1013202.875,238403.2813,40.82099835,-73.89539439,POINT (-73.89539439499998 40.820998349000035)
BROOKLYN,BAR/NIGHT CLUB,67,999445.5,176470.9531,40.65104384,-73.9452398,POINT (-73.94523979999997 40.65104384000006)
BRONX,MULTI DWELL - PUBLIC HOUS,42,1010498.313,239757.125,40.82472272,-73.90516071,POINT (-73.90516070599995 40.82472271600005)
BRONX,MULTI DWELL - APT BUILD,48,1014916.063,247516.8281,40.84600661,-73.88916297,POINT (-73.88916297499998 40.84600661400003)
BRONX,MULTI DWELL - APT BUILD,41,1015724.813,236190.125,40.81491524,-73.886293,POINT (-73.88629299699994 40.81491523600005)
MANHATTAN,MULTI DWELL - PUBLIC HOUS,10,982756.375,210140,40.74347046,-74.00539165,POINT (-74.00539165099997 40.743470456000075)
BRONX,MULTI DWELL - PUBLIC HOUS,40,1006708.625,238638.9531,40.8216641,-73.91885739,POINT (-73.91885738899998 40.82166410100007)
BROOKLYN,MULTI DWELL - APT BUILD,79,1000001.688,189598.3438,40.68707462,-73.94320474,POINT (-73.94320473599998 40.68707462400005)
STATEN ISLAND,PVT HOUSE,122,963535.8125,157560.2031,40.59912661,-74.07459332,POINT (-74.07459332399998 40.59912661200008)
MANHATTAN,MULTI DWELL - PUBLIC HOUS,23,999061.375,229911.6719,40.79772627,-73.94650651,POINT (-73.94650650799997 40.79772626500005)
MANHATTAN,MULTI DWELL - APT BUILD,25,1001939.625,231216.6875,40.80130288,-73.93610756,POINT (-73.93610756099997 40.80130288400005)
BROOKLYN,GROCERY/BODEGA,75,1017141,183798,40.67110691,-73.88143296,POINT (-73.88143295699996 40.67110691100004)
BROOKLYN,PVT HOUSE,75,1014056.125,183546.25,40.67042684,-73.8925547,POINT (-73.89255469799997 40.67042683800003)
STATEN ISLAND,MULTI DWELL - APT BUILD,120,961579.875,163524.2188,40.61549182,-74.08165668,POINT (-74.08165668099997 40.61549182300007)
MANHATTAN,MULTI DWELL - PUBLIC HOUS,24,992401.625,227086.9375,40.78998179,-73.97056327,POINT (-73.97056326699999 40.789981785000066)
BROOKLYN,MULTI DWELL - APT BUILD,70,995849,172756.6875,40.64085442,-73.95820727,POINT (-73.95820727399996 40.640854422000075)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,73,1009166.563,184322.9063,40.6725737,-73.91017798,POINT (-73.91017797699999 40.67257369600003)
MANHATTAN,BAR/NIGHT CLUB,13,987561.4375,207048.2656,40.73498392,-73.98805263,POINT (-73.98805263499997 40.73498391700008)
QUEENS,PVT HOUSE,113,1041528.875,189745.875,40.68730825,-73.79346702,POINT (-73.79346701799996 40.687308245000054)
MANHATTAN,MULTI DWELL - PUBLIC HOUS,7,989577.5,198999.0625,40.71288982,-73.98078435,POINT (-73.98078435299993 40.712889817000075)
BROOKLYN,MULTI DWELL - APT BUILD,81,1005822.563,189662.0625,40.68723725,-73.9222159,POINT (-73.92221589899998 40.68723724600005)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,90,1001079.313,195775.7344,40.70402814,-73.93930365,POINT (-73.93930365399997 40.70402814400006)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,90,994231.25,196249.6094,40.70533919,-73.96400166,POINT (-73.96400165599994 40.70533919300004)
BRONX,MULTI DWELL - PUBLIC HOUS,48,1017483.438,245762.9219,40.84118337,-73.87989224,POINT (-73.87989223599999 40.84118336900008)
QUEENS,MULTI DWELL - APT BUILD,100,1034105.125,152835.4844,40.58604222,-73.82050797,POINT (-73.82050797499994 40.58604222100007)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,78,988941.3125,187673.9531,40.68180538,-73.98308706,POINT (-73.98308706399996 40.68180538200005)
MANHATTAN,MULTI DWELL - PUBLIC HOUS,23,999154.75,226675.7031,40.78884425,-73.94617644,POINT (-73.94617644199997 40.78884424900008)
BRONX,MULTI DWELL - APT BUILD,44,1008273.688,245225.8906,40.83973923,-73.91317916,POINT (-73.91317916099996 40.83973923100007)
BRONX,PVT HOUSE,47,1026172.5,258109.8125,40.87503486,-73.84841187,POINT (-73.84841186599994 40.87503486400004)
MANHATTAN,BAR/NIGHT CLUB,14,988234.75,214200.2344,40.75461401,-73.98561885,POINT (-73.98561885499998 40.75461400700004)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,76,987677.25,188042.9531,40.68281878,-73.98764441,POINT (-73.98764441399999 40.68281878300007)
BROOKLYN,MULTI DWELL - APT BUILD,70,995957.1875,177430.9844,40.65368422,-73.95780933,POINT (-73.95780933499998 40.653684215000055)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,75,1021152.813,182356.6406,40.66713489,-73.86697872,POINT (-73.86697872099995 40.667134892000036)
BROOKLYN,MULTI DWELL - APT BUILD,77,997760.6875,186202.0313,40.67775622,-73.95129204,POINT (-73.95129203799996 40.67775622400006)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,81,1005118.188,186678.8438,40.67905068,-73.92476494,POINT (-73.92476494499994 40.679050680000046)
BRONX,MULTI DWELL - PUBLIC HOUS,43,1026596.438,236961.1094,40.81698595,-73.84701249,POINT (-73.84701248899995 40.816985947000035)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,73,1006140,183727.3594,40.67094705,-73.92109057,POINT (-73.92109057199997 40.67094705300008)
BRONX,FAST FOOD,46,1012278,253260,40.86177867,-73.89867389,POINT (-73.89867388799996 40.861778671000025)
BROOKLYN,MULTI DWELL - APT BUILD,73,1010853.688,182099.2344,40.66646531,-73.90410472,POINT (-73.90410471999996 40.66646530600008)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,75,1014380.375,184565.8594,40.67322434,-73.89138127,POINT (-73.89138126799998 40.67322433700008)
BRONX,MULTI DWELL - PUBLIC HOUS,42,1011046.688,239814.2344,40.82487782,-73.90317908,POINT (-73.90317908399999 40.82487781900005)
BRONX,MULTI DWELL - PUBLIC HOUS,47,1030385.75,260908.4688,40.88269528,-73.83315773,POINT (-73.83315773299995 40.88269527800003)
QUEENS,MULTI DWELL - APT BUILD,101,1052223.875,157328.8594,40.59825517,-73.75523011,POINT (-73.75523010999996 40.59825516800004)
BROOKLYN,PVT HOUSE,75,1020078,185188.2813,40.67491152,-73.87083802,POINT (-73.87083801699998 40.67491152000008)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,79,997366.125,192877.2344,40.69607872,-73.95270154,POINT (-73.95270154099995 40.69607872100005)
BROOKLYN,STORAGE FACILITY,75,1014455.375,185506.375,40.67580559,-73.89110668,POINT (-73.89110667899996 40.675805585000035)
QUEENS,MULTI DWELL - PUBLIC HOUS,114,1002599.813,220916.9063,40.7730314,-73.93375114,POINT (-73.93375113899998 40.77303139700007)
QUEENS,MULTI DWELL - APT BUILD,101,1051959.625,160391.7813,40.60666426,-73.75615095,POINT (-73.75615095499995 40.60666425800008)
BROOKLYN,BAR/NIGHT CLUB,70,996544.875,175090.0156,40.64725797,-73.95569561,POINT (-73.95569560599995 40.647257968000076)
MANHATTAN,NONE,24,993606,230653,40.79976847,-73.96620891,POINT (-73.96620890799994 40.79976846900007)
BROOKLYN,MULTI DWELL - APT BUILD,75,1013700.313,181202.8594,40.66399595,-73.89384759,POINT (-73.89384758699998 40.66399594600006)
QUEENS,PVT HOUSE,109,1035383.188,215651.6406,40.75845079,-73.81543007,POINT (-73.81543006699997 40.75845079200008)
QUEENS,MULTI DWELL - APT BUILD,113,1049728.625,189529.9688,40.68665877,-73.76390284,POINT (-73.76390284099995 40.686658771000054)
BRONX,MULTI DWELL - APT BUILD,52,1010728.313,252491.0781,40.859673,-73.90427939,POINT (-73.90427939199998 40.85967299600003)
BRONX,PVT HOUSE,47,1022925.875,260758.8125,40.88232036,-73.86013618,POINT (-73.86013617899994 40.882320363000076)
BRONX,MULTI DWELL - APT BUILD,49,1020546.5,245734.0938,40.84109219,-73.86882217,POINT (-73.86882217099998 40.841092186000026)
MANHATTAN,MULTI DWELL - PUBLIC HOUS,23,1001028.375,229571.6094,40.79678937,-73.93940305,POINT (-73.93940305299998 40.796789371000045)
BRONX,MULTI DWELL - PUBLIC HOUS,49,1020964.563,255752.9844,40.8685893,-73.86725638,POINT (-73.86725638199994 40.868589298000074)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,90,999701,195491.1875,40.70324964,-73.94427542,POINT (-73.94427542499994 40.70324964400004)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,90,993758.4375,196212.2188,40.70523709,-73.96570702,POINT (-73.96570702199995 40.70523708600007)
STATEN ISLAND,PVT HOUSE,123,932461.5625,134246.7656,40.53500878,-74.18631304,POINT (-74.18631304299998 40.535008779000066)
BRONX,STORE UNCLASSIFIED,46,1010180.25,252315.0938,40.8591916,-73.90626138,POINT (-73.90626137899994 40.85919159900004)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,79,997753.9375,193358.9219,40.69740026,-73.95130203,POINT (-73.95130202999998 40.69740025800007)
BROOKLYN,COMMERCIAL BLDG,77,998130.6875,185437.9688,40.67565847,-73.94995967,POINT (-73.94995966999994 40.675658472000066)
BROOKLYN,MULTI DWELL - APT BUILD,75,1016124.625,182264.5938,40.66690177,-73.88510413,POINT (-73.88510412599999 40.66690177400005)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,73,1010267.813,183785.75,40.67109615,-73.90621008,POINT (-73.90621007899995 40.671096154000054)
MANHATTAN,MULTI DWELL - APT BUILD,34,1003876.813,252295.2344,40.85915335,-73.92904889,POINT (-73.92904889199997 40.85915335400006)
QUEENS,RESTAURANT/DINER,101,1048983.75,157281.4531,40.59814931,-73.76689807,POINT (-73.76689807299994 40.598149306000046)
BRONX,BAR/NIGHT CLUB,50,1011711,260088,40.88052121,-73.90069574,POINT (-73.90069573699998 40.880521213000065)
QUEENS,MULTI DWELL - PUBLIC HOUS,100,1037417.938,153512.0625,40.58788004,-73.80857557,POINT (-73.80857556599994 40.58788003800004)
MANHATTAN,MULTI DWELL - PUBLIC HOUS,32,999428.25,236544.3125,40.81593041,-73.94516645,POINT (-73.94516645299996 40.81593041000008)
MANHATTAN,COMMERCIAL BLDG,32,999900.1875,234626.5156,40.81066577,-73.94346594,POINT (-73.94346593999995 40.81066577000007)
BROOKLYN,GROCERY/BODEGA,77,1003019.625,183622.5469,40.67066653,-73.93233944,POINT (-73.93233944399998 40.67066653200004)
QUEENS,MULTI DWELL - APT BUILD,101,1042938.938,154267.6719,40.58991919,-73.78869127,POINT (-73.78869126599994 40.58991919400006)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,75,1016585.563,179939.9219,40.6605194,-73.88345375,POINT (-73.88345375099993 40.660519398000076)
MANHATTAN,MULTI DWELL - PUBLIC HOUS,32,1000126.438,238705.6094,40.82186134,-73.94263897,POINT (-73.94263897499997 40.82186133500005)
BROOKLYN,MULTI DWELL - APT BUILD,67,997814.5625,176683.5469,40.65163001,-73.95111695,POINT (-73.95111695499997 40.651630012000055)
QUEENS,NONE,103,1049606.875,196984.3125,40.70712004,-73.76426951,POINT (-73.76426950699994 40.70712004000006)
MANHATTAN,MULTI DWELL - PUBLIC HOUS,32,999428.25,236544.3125,40.81593041,-73.94516645,POINT (-73.94516645299996 40.81593041000008)
BRONX,MULTI DWELL - APT BUILD,43,1018876.5,241924.0781,40.83064151,-73.87487738,POINT (-73.87487738199997 40.83064151000008)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,60,989391.6875,155077.8281,40.59233571,-73.98148808,POINT (-73.98148808399998 40.59233571100003)
QUEENS,MULTI DWELL - PUBLIC HOUS,101,1044388.875,157138.1563,40.59778836,-73.78344522,POINT (-73.78344521999998 40.59778835600008)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,61,1001474.438,156112.4375,40.59516026,-73.93797985,POINT (-73.93797984699995 40.595160262000036)
BRONX,NONE,44,1006333.688,244426.1406,40.83754921,-73.92019301,POINT (-73.92019300599998 40.837549214000035)
BRONX,GAS STATION,47,1030224.625,255601.3906,40.86812985,-73.83377684,POINT (-73.83377683699996 40.86812984900007)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,69,1013146,176791,40.65188819,-73.89586451,POINT (-73.89586451299994 40.65188819400004)
BRONX,MULTI DWELL - PUBLIC HOUS,43,1021013,239112.625,40.82291625,-73.86717248,POINT (-73.86717247999997 40.822916245000044)
QUEENS,MULTI DWELL - PUBLIC HOUS,114,999584.6875,214040.7031,40.75416374,-73.94465265,POINT (-73.94465265199995 40.754163736000066)
MANHATTAN,MULTI DWELL - PUBLIC HOUS,9,990397.9375,204360.7813,40.72760591,-73.97782002,POINT (-73.97782001599995 40.72760591300005)
MANHATTAN,BAR/NIGHT CLUB,32,999487.9375,235745.75,40.81373848,-73.94495263,POINT (-73.94495263199997 40.81373847700007)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,76,987677.25,188042.9531,40.68281878,-73.98764441,POINT (-73.98764441399999 40.68281878300007)
BROOKLYN,MULTI DWELL - APT BUILD,71,994937.8125,180017.4063,40.66078467,-73.96147901,POINT (-73.96147901099994 40.66078466500005)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,73,1010869.188,183398.2344,40.67003072,-73.90404372,POINT (-73.90404371899996 40.670030723000025)
BROOKLYN,MULTI DWELL - APT BUILD,77,993466.375,185150.625,40.67487586,-73.96677554,POINT (-73.96677554399997 40.67487586300007)
QUEENS,GROCERY/BODEGA,113,1046624.063,184397.5781,40.67259399,-73.77514452,POINT (-73.77514452399998 40.672593988000074)
BROOKLYN,MULTI DWELL - PUBLIC HOUS,79,998314.25,192760.875,40.69575789,-73.94928262,POINT (-73.94928261699994 40.69575788600008)
